,评论,得分,时间,点赞,回复
5924,青岛市民现在在免费期间，我的天，处处都有地域差别啊，一圈下来时间很快十多分钟吧，个人觉得黄昏接近天黑的时候上去特别好,5.0,2016/9/19,0,0
5925,今天天气很好，在最顶端看到的天空很蓝,5.0,2016/10/7,0,0
5926,还行，带着家里的小宝宝来的，就是空调开太冷了,5.0,2016/10/6,0,0
5927,挺好玩的，就是时间太短了！没坐过瘾下次再来。,5.0,2016/8/26,0,0
5928,挺好玩的，偶尔去体验一下看看自己生活工作的地方,5.0,2016/10/7,0,0
5929,一直特别喜欢摩天轮，这次来旅游就跟老公一起去了，很不错哟，有机会下次再去来个夜景,5.0,2016/8/11,1,0
5930,服务态度很好，晚上去的夜景好美啊。,5.0,2016/9/20,0,0
5931,挺高的，比较慢，感觉不错，旁边是奥特莱斯,5.0,2016/10/8,0,0
5932,美团购票很方便，直接进去就可以验证～,5.0,2016/10/5,0,0
5933,景色还不错  第一次坐摩天轮 难免有点小光想,5.0,2016/10/7,0,0
5934,值得去试试，感觉挺好，虽然排长队，速度不慢,5.0,2016/10/5,0,0
5935,挺好的，转的比较慢也不害怕。孩子也可以玩。,4.0,2016/10/4,0,0
5936,不错，不错！很好！就是有点快，,4.0,2016/10/9,0,0
5937,因为媳妇有恐高症所以没感觉咋样！不过工作人员态度挺好,5.0,2016/10/3,0,0
5938,挺好的，值得玩一下，高度不算太高,5.0,2016/10/9,0,0
5939,服务挺好了，第一次晚上看夜景，还是不错的,5.0,2016/10/4,0,0
5940,好停车，景色美，孩子喜欢，就是时间太短了,5.0,2016/10/7,0,0
5941,团购一张票带孩子玩挺好的，不用出票，直接验证码就可以，方便快捷,5.0,2016/10/1,0,0
5942,真的挺好的，景色不错，里面还有空调，跟朋友一起做的，很舒服😊,5.0,2016/10/1,0,0
5943,设施一班，服务很一般，环境可以，就是青岛本地人竟然免费，为什么我们在青岛交了那么多年的税还要受歧视，无语了，再也不去了。,3.0,2016/9/18,0,0
5944,排队太慢了，买完票，等了70多分钟,5.0,2016/10/9,0,0
5945,看到感觉很爽，居高临下，一收眼底,5.0,2016/10/7,0,0
5946,风景很好  就是感觉结束的很快啊哈哈,5.0,2016/10/7,0,0
5947,挺好，服务态度也很好，就是价格不便宜，和到那儿买是一个价,4.0,2016/10/2,0,0
5948,挺好的，看海景里面还有空调不会很热，,5.0,2016/8/3,2,0
5949,速度很忙 只能转一圈 十几分钟 看海和城市的景象不错……,5.0,2016/9/2,0,0
5950,感觉很好，就是第一次做有点害怕,5.0,2016/10/8,0,0
5951,去的时候真好下雨，能见度不高，不过还可以，真的很大！！,5.0,2016/10/3,0,0
5952,有点快，大概13分钟就下来了。,5.0,2016/10/7,0,0
5953,还好吧，总体来说还好，晚上去看的，挺美的,5.0,2016/10/6,0,0
5954,还不错，新地方很干净，十五分钟一圈，适合小女生哈哈,4.0,2016/9/30,0,0
5955,太美了   从上面可以看到大海  很满意,5.0,2016/8/29,0,0
5956,环境很漂亮，坐起来也很平稳舒适，期待下次的偶遇。,5.0,2016/8/27,0,0
5957,网上买票，很方便，孩子很兴奋，有的轿厢没开，排队很长,5.0,2016/10/4,0,0
5958,非常棒的一次体验，和女朋友一起。真的很开心。价格很实惠。,5.0,2016/10/5,0,0
5959,真心不错的一次美团，速度很快，服务优秀，值得推荐！,5.0,2016/10/5,0,0
5960,第一次去，挺不错的，风景不错，一圈十四五分钟，挺划算,5.0,2016/9/19,0,0
5961,挺好玩的，小朋友都很喜欢，都吵着要再去,5.0,2016/10/7,0,1
5962,还不错吧，感觉自己有点恐高哦！,5.0,2016/10/8,0,0
5963,设施不错，挺浪漫的，建议情侣去！,5.0,2016/10/7,0,0
5964,可以看到青岛的全景，很好，如果天气好就好,5.0,2016/10/4,0,0
5965,设施很好，景观不错，客流还可以，稍微等一下,5.0,2016/10/5,0,0
5966,很棒，摩天轮超喜欢，夜景很美，太赞了。。。,5.0,2016/10/6,0,0
5967,很棒的一次体验，就是时间太短了，就一圈，有点不过瘾。里面有空调，设施很好。,5.0,2016/8/20,0,0
5968,还行吧就是有异响让人担心，！！=-！？？？？？！,5.0,2016/10/7,0,0
5969,天气原因，在上面看不怎么清楚，但感觉还不错,5.0,2016/10/6,0,0
5970,还可以可以天气不太好，视野不好。。。,5.0,2016/10/7,0,0
5971,很好玩，服务很周到，周边配套设施也很完善,5.0,2016/10/6,0,0
5972,挺好的，一圈十三分钟，高处看海景很享受~,5.0,2016/10/6,0,0
5973,恩好，这是非常好，服务很周到，都非常满意。,5.0,2016/9/16,0,0
5974,环境很好，风景也很好，就是摩天轮太矮了，不太过瘾,5.0,2016/10/4,0,0
5975,美美美，孩子们都很开心！天气也好,5.0,2016/8/28,0,0
5976,还行吧，就是只能转一圈，没玩够,5.0,2016/10/6,0,0
5977,晚上去的，夜景还行，感觉门票还是有点儿小贵了……,4.0,2016/10/5,0,0
5978,商场 还以为公园里 还要找很远 不值得 那天还大风 黄色警报,5.0,2016/10/1,0,0
5979,嗯，很好，玩的很好，价格很便宜,5.0,2016/10/7,0,0
5980,服务可以 小孩很喜欢 我有恐高症 很吓人,4.0,2016/10/6,0,0
5981,总体还行吧，就是太快了，能再高一点就好了,4.0,2016/10/6,0,0
5982,夜景很漂亮，一边海峡，一边晚霞，兑票很方便，也不需要排队！,5.0,2016/8/16,0,0
5983,感觉不错就是在取票的时候一个顾客跟售票员打起来了，也确实是售票员态度不大好。顾客气性也打。然后就打起来了，吓死宝宝了。在最后我确实不要脸的害怕了，太高了,5.0,2016/8/18,0,0
5984,很美，高度也很高，很刺激，夜景很美，所以的刺激又在海上显得很平静，意境很美,5.0,2016/9/16,0,0
5985,很壮观，如果带孩子值得一去，十一期间人很多,5.0,2016/10/4,0,0
5986,很快捷，非常不错的一次团购，也很好玩！非常感谢美团！,5.0,2016/10/5,0,0
5987,俯瞰黄岛和海边，相当爽，以后这地方应该会挺繁华的,5.0,2016/10/1,0,0
5988,不错，晚上看夜景非常漂亮。。。,5.0,2016/10/5,0,0
5989,挺好的，夜景挺美的，和女朋友去吧,5.0,2016/10/7,0,0
5990,很好玩儿很好玩，很刺激啊，想来一块呀,5.0,2016/10/7,0,0
5991,很美，上去的时候还有点害怕，结果下来的时候又觉得时间跑的太快了,5.0,2016/8/13,0,0
5992,稍微有点贵，不过出票速度。还好吧。,4.0,2016/10/5,0,0
5993,赶在关门前去的很好很棒很棒很棒很棒,5.0,2016/10/6,0,0
5994,看青岛的风景真心很美哦，推荐哦,5.0,2016/9/4,0,0
5995,童年梦想实现啦，很好，没有失望,5.0,2016/10/6,0,0
5996,出票超快，当场买当场用，这是很不错，能看见很漂亮的景，还挺值的,5.0,2016/10/1,0,0
5997,好玩 好看 但是机器老是检修 等了好久,5.0,2016/8/19,0,0
5998,很漂亮，一共13分钟。感觉太贵，不是很值得。晚上去的,4.0,2016/10/1,0,0
5999,摩天轮是还不错，时间略短，主要是周围还没建好，上去以后看到大片大片的荒地，建议想坐的baby们再等等，等周围都建成了再去。本来蛮心欢喜的去坐，说实话，有一点点失望。,3.0,2016/9/10,1,0
6000,服务不错，环境也好，就是有点小贵啊,5.0,2016/10/4,0,0
6001,海景很棒，排队人数比较多，一圈13分钟，较满意,4.0,2016/10/4,0,0
6002,一圈下来就几分钟   海景只有一半  一半是淤泥,3.0,2016/10/4,0,0
6003,看夜景还行，但是感觉好快啊，没看够呢,4.0,2016/10/4,0,0
6004,不错，就是十一假期人挺多的。。,5.0,2016/10/5,0,0
6005,第n次来了，现团现用，方便快捷，朋友坐了一圈感觉很好，13（分）.14（秒）,5.0,2016/9/30,0,0
6006,很值得一逛的地方，吃喝玩乐俱全。,5.0,2016/8/27,0,0
6007,恩不错，态度服务都不错，满意，玩的开心,5.0,2016/10/4,0,0
6008,景色挺美的，白天晚上不是一种风格，还是很不错的了，就是时间有点短，总体还是很不错的！,5.0,2016/8/11,0,0
6009,服务一流，设施安全，景色优美，值得一玩,5.0,2016/10/5,0,0
6010,很不错，有空调，里面很干净舒适！价位便宜，附近有吃的有购物的，停车方便！,5.0,2016/9/27,0,0
6011,快捷，有优惠，只是孩子不能半价，好高啊。,4.0,2016/8/23,0,0
6012,小孩子上去很兴奋，唯一上去时间感觉时间好快，孩子们要求再玩一次……,5.0,2016/10/2,0,0
6013,很满意，和闺蜜一起去的，里面还有空调，就是时间有点短，就十几分钟，下次还要来坐,4.0,2016/8/18,0,0
6014,第二次来了，白天坐风景一般吧？,5.0,2016/10/4,0,0
6015,全家一起坐了一次。很浪漫。。。,5.0,2016/9/27,0,0
6016,在石油大，天天看到，一直没有机会坐，这一次去尝试了下，很好，就是我腿有点软,5.0,2016/9/24,1,0
6017,特别稳，晚上感觉会更好一些，脚下是唐岛湾，眼前是整个城市的夜景,5.0,2016/9/28,0,0
6018,带着外甥女去玩的，真的超级赞，下次还要玩,5.0,2016/10/3,0,0
6019,交通便利，服务态度好，可以看很远，必须大赞👍🏻,5.0,2016/10/3,0,0
6020,很美很美，估计夜晚看更好！另，65岁以上老人半价，带老人去的话现场拿身份证买即可。,5.0,2016/9/25,0,0
6021,很美，摩天轮浪漫，因为高度又刺激，海景夜景都很美，,5.0,2016/9/16,0,0
6022,环境优美，服务周到，价格实惠，值得一去,5.0,2016/10/4,0,0
6023,自习，很好，环境不错，速度也很快，嗯他的高度。,5.0,2016/10/4,0,0
6024,风景很美，晚上坐的，下午在海边散散步也很好,5.0,2016/10/2,0,0
6025,俺都没坐就确认了，晕死，他们不验证，结果还收钱，我去,1.0,2016/9/27,3,0
6026,"远看太小 近看尚可 转速太慢太慢 没什么感觉 其他还好
",3.0,2016/9/30,1,0
6027,很漂亮，晚上去得，没有看到别的，挺遗憾,5.0,2016/10/3,0,0
6028,带着孩子和爸妈特意从潍坊开车过去的，延路打听，黄岛人民很热情，比较容易找到。团购40元，转20分钟的样子就下来了。工作人员服务热情，会有安全提示，直接验证，速度快，摩天轮上俯瞰周边景色还是很惬意的。,5.0,2016/6/16,1,0
6029,非常不错的一次团购 强烈推荐给朋友们,5.0,2016/10/3,0,0
6030,第一次坐摩天轮，兴奋的心情大于风景的美丽。,5.0,2016/8/23,0,0
6031,挺好的，本来想办卡玩结果要等，就没了，夜景很好,5.0,2016/10/2,0,0
6032,特别适合晚上去坐，，夜景很美。,5.0,2016/10/3,0,0
6033,就自己学校旁边 还是和同学去的 夜景蛮美的,5.0,2016/10/1,0,0
6034,就睡觉晚安了，我说不是他用自己的生活方式，我要不,5.0,2016/9/30,0,0
6035,就普通摩天轮，不是很大，票觉得还是有点贵,5.0,2016/10/2,0,0
6036,有空调，夏天坐很凉爽，晚上坐就只能看哈夜景了！关健时间很短，就一圈！！,5.0,2016/8/6,0,0
6037,景观好美，坐了一圈还想坐，孩子们高兴毁了,5.0,2016/8/15,0,0
6038,来过多次，孩子还想来，真的很好,5.0,2016/10/4,0,0
6039,挺好的，孩子很喜欢，下次还来。,5.0,2016/10/4,0,0
6040,不错 相当不错 可以可以 还有空调 棒棒的,5.0,2016/10/4,0,0
6041,去的时候是晚上了 天太冷 起雾了外边完全看不清 就体验了一下而已,2.0,2016/9/25,1,1
6042,还好吧，学生证还有优惠，不错呦,5.0,2016/9/23,0,0
6043,白天也来过，晚上灯光不错，还会再来,5.0,2016/10/3,0,0
6044,太快了，还没开始就结束了。。。,5.0,2016/10/4,0,0
6045,还行吧，坐了两次了，不够大。。,5.0,2016/10/1,0,0
6046,视觉效果很好 满足了少女梦幻的心,5.0,2016/9/30,0,0
6047,工作人员服务态度很好，没坐过瘾，就是时间有点短,5.0,2016/8/21,0,0
6048,还可以，就是时间太短了一点，总体不错,5.0,2016/10/2,0,0
6049,很不错，十三分钟，可以看到黄岛的全貌……,5.0,2016/9/28,0,0
6050,没什么意思，坐着没什么感觉，可能因为年纪大了，体会不到感觉了？,4.0,2016/9/28,0,0
6051,"服务一般（尤其是窗口，👎）
景色很好
小贵",4.0,2016/10/2,0,0
6052,不错，孩子喜欢。可以来玩一下。,5.0,2016/10/1,0,0
6053,真心一般 主要我恐高  她玩的挺高兴,3.0,2016/10/1,2,0
6054,白天去的人不太多，估计晚上来更漂亮,5.0,2016/10/1,0,0
6055,很好，很方便，服务也不错，满意,5.0,2016/10/3,0,0
6056,摩天路玻璃比较脏 还行挺好的可以去玩玩,5.0,2016/9/5,0,0
6057,这里算是一个标志性建筑了，就在石油大学旁边，而且围绕这个有个海上嘉年华，集购物、餐饮、娱乐于一体，建筑什么的也很有现代化气息，总体就是很高大上的样子。而且在摩天轮上可以将海上风景和周围建筑都尽收眼底，上升的速度不会让人感觉很快但一圈结束后又会有一种意犹未尽的感觉，赞👍,5.0,2016/8/17,3,0
6058,假期带孩子去的，环境不错。俯瞰感觉很好。就是转一圈就下来了不大过瘾。呵呵,5.0,2016/9/15,0,0
6059,跟女漂一起来的。大学4年总得来一次吧。再上面看夜景很漂亮，很好，人不多，所以两个人就包了一个箱。琴岛之眼，等你来。,5.0,2016/8/17,1,0
6060,人太多，很多旅行团，散客最好10以前去排队,5.0,2016/8/15,0,0
6061,我大青岛的摩天轮就是好 女朋友很喜欢,5.0,2016/9/30,0,0
6062,还行，就是时间有点短，在长点就好了,5.0,2016/10/2,1,0
6063,第二次坐了，缺点是只能转一圈，太快了，还没来得及激动兴奋就该下了，哈哈,5.0,2016/7/18,0,0
6064,👏👏👏很美的地方！可以看到没有被开发的渔村呢！,5.0,2016/9/30,0,0
6065,很好玩！很漂亮，女朋友害怕的抱着我，太幸福了,5.0,2016/9/30,0,0
6066,惊险、刺激，特别是在最高处时，一切都是那么的缈小。,5.0,2016/9/29,0,0
6067,双人的感觉还可以，内部卫生安全都还不错，服务态度也挺好,5.0,2016/9/27,0,0
6068,挺好的 晚上坐的 可以看见整个唐岛湾的夜景 就是找不到小时候坐摩天轮的感觉了 ,5.0,2016/9/23,0,0
6069,还不错 就是时间太短了 没过瘾,5.0,2016/10/1,0,0
6070,环境挺好的，晚上看景色更美。下次还去。浪漫,5.0,2016/9/27,0,0
6071,还好吧，觉得木有大多数评论里写得那么好，一圈挺快的，而且里面开空调，晚上真心挺冷的,4.0,2016/9/22,0,0
6072,千万不要雾天去做，价格有点贵。,4.0,2016/9/29,0,0
6073,设备还不错 很稳 缓慢 因为天气好 所以看到的风景很美 ,5.0,2016/8/9,0,0
6074,傍晚去的，可以看见海，灯光也刚打开，很美，摩天轮内的环境也很好,5.0,2016/9/24,0,0
6075,太快了、没啥感觉、跟想的不一样！,1.0,2016/9/30,1,0
6076,"感觉不错哟☆不过有点怕怕,还是蛮刺激哒",5.0,2016/9/30,0,0
6077,验证在入口非常方便，团购还又省了些钱,5.0,2016/9/25,0,0
6078,一直想去坐摩天轮，感觉特别浪漫的游乐设备，从城阳开车去的黄岛，这费时两个小时，终于找到这个摩天轮，景色特别漂亮，在一片海水旁边，附近还有超市美食城，品牌店，人挺多的，毕竟是五一假期，不过没有等很长时间，车厢很漂亮，粉色黄色蓝色的，强烈推荐！,5.0,2016/5/25,2,0
6079,设备挺新的  可是去的是大雾天  白茫茫的一片   还有没坐过其他的  不知道这个算不算贵,4.0,2016/9/21,0,0
6080,上面看到的景色很不错，很漂亮，不虚此行。,5.0,2016/8/20,0,0
6081,还可以，挺好的，还可以再去玩玩，就是有点贵,3.0,2016/9/30,0,0
6082,小时候在书里看到的摩天轮上的约定，长大之后终于有机会实现了,5.0,2016/9/24,0,0
6083,很漂亮的地方，孩子喜欢去，可本人有点儿晕,5.0,2016/9/26,0,0
6084,第一次坐摩天轮，本来以为会很可怕，但是事实并没有那么吓人，和老公一块做，好浪漫哦，感觉都还没有做够时间就到了，从上往下看到黄岛的样子真的很漂亮，蓝天大海合二为一的感觉简直太美了，等以后有了宝宝会带着宝宝一块来做的,5.0,2016/6/15,0,0
6085,和弟弟妈妈一起去的，真心喜欢，青岛，我来了,5.0,2016/9/28,0,0
6086,"很棒，挺好玩的，过几天还要和闺密再去一次。
",5.0,2016/9/28,0,0
6087,白天去的，人不多，这个季节海风吹在身上很舒服，整个唐岛湾尽收眼底，媳妇孩子玩的很开心，以后常来,5.0,2016/9/16,0,0
6088,带孩子玩了好几次，每次都在美团上购买的。总是玩不够，每次来澳乐购都总想去做摩天轮，工作人员服务态度挺好的,5.0,2016/9/16,0,0
6089,就是为了照相的👀时间很短  我这个恐高女上去也没啥太大的感觉,4.0,2016/8/25,0,0
6090,上面风景挺好，晚上去的话看夜景特别美,5.0,2016/9/29,0,0
6091,不错吧，就是上去看了看，价格还贵了……,5.0,2016/9/28,0,0
6092,除了附近没有厕所之外，其余都棒棒哒,5.0,2016/9/28,0,0
6093,摩天轮慢速转一圈，也没有太好的视野，试试高空的感觉，还是不错的，就是票价太高，基本没有性价比，玩过的就别花这钱了。,3.0,2016/9/13,0,0
6094,很不错！！漂亮！！夜景很美！！妹妹很喜欢，玩的很开心！！,5.0,2016/8/10,0,0
6095,票价比较贵，时间太短了。一般般吧！,3.0,2016/9/29,0,0
6096,摩天轮还带有空调  和孩子上去的。孩子很开心,5.0,2016/8/19,0,0
6097,一般，有点恐高，到最顶紧张，位置不好，风景一般！,3.0,2016/9/26,0,0
6098,超级棒的体验，美团买票进去的时候好快,5.0,2016/9/25,2,0
6099,很好，服务满意，环境很好，适合情侣的好地方,5.0,2016/9/28,0,0
6100,设施挺好，服务不错，风景美丽，靠近海边，下次再来,5.0,2016/9/26,0,0
6101,很不错 景色也好 欢迎来大黄岛乘坐摩天轮观看夜景,5.0,2016/9/25,0,0
6102,人很少，但是服务态度还不错！在售票窗口被告知直接到检票处验证就可以，特意给挑了带空调的车厢！,5.0,2016/9/13,0,0
6103,我们是晚上去的 夜景很棒。白天的话视野应该也很好 推荐~,5.0,2016/9/25,0,0
6104,轿厢小，空调不给力，一圈很快就结束了,5.0,2016/8/19,0,0
6105,挺好的，晚上去挺漂亮，就是有点贵！！！,5.0,2016/9/27,0,0
6106,很漂亮拍了好多照片，有机会再来,5.0,2016/9/26,0,0
6107,和同学去的，还不错，挺大的，好评。,5.0,2016/9/20,0,0
6108,很好 晚上去做可以看到灯光 特别好看,5.0,2016/9/26,0,0
6109,不错挺好的   就是一圈不过瘾,5.0,2016/9/28,0,0
6110,不错，四个人一起去的，天气很给力 就是不太高,5.0,2016/9/26,0,0
6111,太美啦，带奶奶和宝宝去的，真的很美啊。看海景,5.0,2016/8/3,0,0
6112,一大家子去的，速度还可以，景色很好,3.0,2016/9/26,0,0
6113,还不错，嗯，就是价钱稍微有点贵，里面设有空调，如果是天气热去的话，刚刚转向了一圈变凉快，就已经到终点了。,4.0,2016/9/12,0,0
6114,很漂亮的景色，不虚此行，此生不忘,5.0,2016/9/25,0,0
6115,一直想去结果没时间，这次去了感觉真美，如果晚上去更美,5.0,2016/8/16,0,0
6116,还不错，趟了很久的车去坐一圈摩天轮！,5.0,2016/9/26,0,0
6117,风景简直太美了，特意做了粉色的,5.0,2016/9/27,0,0
6118,挺不错的，最高处有点小怕。转的时间有点短，不太过瘾。,5.0,2016/9/15,0,0
6119,有空调，不是太热。适合两口子一起去玩。最好下午,5.0,2016/8/3,0,0
6120,使用美团券入园，优惠方便，景观也不错。,4.0,2016/9/25,0,0
6121,的确不错。恐高的我也上来体验了一次。主要的是还有空调,5.0,2016/9/4,0,0
6122,速度比较慢，唐岛湾周边一览无余，非常爽,5.0,2016/9/25,0,0
6123,服务很周到 服务人员亲自手扶上下 箱内卫生很干净 价位适中 很满意,5.0,2016/8/10,0,0
6124,还行吧，在上面看着蛮舒服。就是时间很短,5.0,2016/9/24,0,0
6125,时间挺快，在箱里面不等动，稍微一动就感觉晃的厉害……,4.0,2016/9/22,0,0
6126,很是不错 就转了一圈不过  上到顶峰爽爆了,5.0,2016/9/25,0,0
6127,感觉还是不错的，大家可以来试试,5.0,2016/9/24,0,0
6128,还是不错的，不过我有点恐高还是不敢往下看哈哈,5.0,2016/9/22,0,0
6129,终于带女朋友来坐了一下，感觉挺不错的。,5.0,2016/9/24,0,0
6130,美团的朋友们，千万瞪大眼睛，不要买这家的票，隔壁有很多家买同价格的票。你买了之后，收到验证码了就算已使用，如果想退票自己根本无法操作就得找客服，三拖拉两拖拉，就不给你退票。美其名曰发送验证码了就算出票了，就算已使用。过期不退。非常恶劣。我已经在微信宣传了，大家都很支持我。我不是同行，只是一个小小消费者。美团比较仗义，给我退钱了。这个公司的东西大家远离吧。,1.0,2016/6/27,0,0
6131,还不错，魅族感觉很高的样子，没有恐高症,4.0,2016/9/20,0,0
6132,带着宝宝去的，很稳，一点也没有害怕，白天能看很远，夜晚风景很美,5.0,2016/8/5,1,0
6133,白天去的。人不多。看的景色也很漂亮。下次尝试晚上去。看夜景,5.0,2016/9/20,0,0
6134,服务很周到，摩天轮很好，值得一去,5.0,2016/9/25,0,1
6135,不错值得去的地方满意！下次还会去的！,5.0,2016/9/22,0,0
6136,带孩子玩很适合！大约十多分钟吧！,5.0,2016/9/22,0,0
6137,一般，没想象中好玩，白天风景不好,4.0,2016/9/16,0,0
6138,不错不错。夜景很美。就是有些快,5.0,2016/9/23,0,0
6139,新店 照老店还是差点儿 服务不热情 二楼基本没什么服务 环境一如既往的好 店长不够专业 不忙的情况下 烤牛肉饭居然还忘点了 后来发现了 最后一个上的 拉低店里品质。你搞错认错人了吧，不认识你们新店的人，是点菜出差错服务跟不上。,3.0,2016/6/19,0,0
6140,出票速度快，服务态度很好。。。。,4.0,2016/9/17,0,0
6141,两个人坐的，里面有空调，特舒服！还有灭火器，安全防范措施很到位！远看的时候觉得它转的挺慢的，上去之后觉得有点快呀，一会儿功夫就转了一圈了！白天去的，看风景还行吧，哈哈哈，还是觉得不够高呀！总而言之还是很满意的！,5.0,2016/6/5,0,0
6142,话说40元真有点贵，但每次路过孩子都要坐,4.0,2016/9/17,0,0
6143,感觉很棒、一圈时间感觉有点短、可能是幸福的时光永远是短暂的吧、,5.0,2016/8/17,0,0
6144,不愧是琴岛之眼，真的特别特别好,5.0,2016/9/18,0,0
6145,到了再团可以直接用，恐高的人伤不起，不过很好，就是时间短一点,5.0,2016/8/4,0,0
6146,去的时候没有人，只让做一圈，一般吧,5.0,2016/9/19,0,0
6147,很好，服务很周到，设施也很好，环境也不错。,5.0,2016/9/16,0,0
6148,挺好玩的，就是觉得太快了，同学还没坐够呢！,5.0,2016/9/16,0,0
6149,适合情侣去，孩子也喜欢，白天去的。,5.0,2016/9/18,0,0
6150,好玩。一圈十三分钟基本 晚上很漂亮,5.0,2016/9/15,0,0
6151,天气好的时候不错，建议退出年度的,5.0,2016/9/19,0,0
6152,非常不错，设施新，干净安全，在上边可以看到大海的美景,5.0,2016/9/13,0,0
6153,还不错，比较方便！还用美团！！！！,5.0,2016/9/19,0,0
6154,不错，带孩子玩，很高兴！看一下开发区的夜景，还可以,5.0,2016/9/16,0,0
6155,一般，下次不去了，还有就是不太刺激,1.0,2016/9/18,1,0
6156,好玩，孩子喜欢，国庆节放假再来！,5.0,2016/9/19,0,0
6157,带妹妹去做的 感觉不错吧 我坐过好几次了呢,5.0,2016/9/14,0,0
6158,服务员倒是蛮周到，就是时间太短，好贵。,4.0,2016/9/15,0,0
6159,个人觉得挺好的，自己带着孩子玩的还算满意！我是有点恐高症，不太敢做，为了我一岁的宝贝我也是真的拼了！服务蛮好的，能在价格上再多优惠一些就更完美了，比如抢购半价票什么的，嘉年华现在人气还不太多，最明显的就是这个摩天轮，其实半价能做的人多也很合适的！,4.0,2016/6/7,0,0
6160,环境挺好的，景色也不错，值得一去,5.0,2016/9/17,0,0
6161,安全可靠，可以看到周边环境，总体还不错，就是下来时那个服务员有点令人无语……,4.0,2016/8/23,0,0
6162,还不错视野很开阔，值得再来   。。。,5.0,2016/9/18,0,0
6163,还可以，风景很不错适合带孩子家人观光。,4.0,2016/9/17,0,0
6164,风景很美，就是刚上去有点恐高，适应就好了,5.0,2016/9/17,0,0
6165,挺好的，服务态度挺好的，孩子也很开心！挺满意！,5.0,2016/9/17,0,0
6166,坑爹的没带学生证还不能优惠哼哼哼←_←,5.0,2016/9/18,0,0
6167,厢座里面有点脏说实话 一圈很快就结束了 ,5.0,2016/9/16,0,0
6168,还不错，为了孩子上去看看，其实真没什么意思！,4.0,2016/9/16,0,0
6169,从坐上去到下来一圈用时十多分钟，到顶的风景还是不错的,5.0,2016/9/13,0,0
6170,我只能说我有恐高症，网定的，都没有票,5.0,2016/8/31,0,0
6171,幸福摩天轮  转啊转 和闺密一起 一定都要幸福下去,5.0,2016/7/18,0,0
6172,非常满意，下次继续选择消费，很开心,5.0,2016/9/15,0,0
6173,不错，为孩子提高一下胆量，安全最重要,5.0,2016/9/17,0,0
6174,俯视黄岛很不错了就是价位有点贵，只转了一圈，挺有意思的。,5.0,2016/8/26,0,0
6175,服务很好，在上面的风景很漂亮！,5.0,2016/9/18,0,0
6176,还不错，为了孩子上去看看，反正孩子高兴就好！,4.0,2016/9/16,0,0
6177,皮皮很喜欢，小姨很害怕，玩滴嗨,5.0,2016/9/18,0,0
6178,"陪小朋友一起坐的，整个过程15分钟左右，很平稳，感觉不错。
",4.0,2016/8/27,0,0
6179,摩天轮乐园，小孩子比较合适玩，比较慢，安全，晚上夜景不错嘛😄,5.0,2016/9/12,0,0
6180,小伙子很高兴，以为他会害怕，一点事没有，很好,5.0,2016/8/16,0,0
6181,服务态度很好，，位置有点远了，没坐过的小朋友可以试试,5.0,2016/9/12,0,0
6182,服务还好，缺点是时间太短，只转了一圈就结束。感觉太不值了。希望能转2圈以上,3.0,2016/9/10,0,0
6183,孩子喜欢，做过两次，上升得挺慢的，景色不错，大人可能会觉得没什么意思,5.0,2016/9/8,0,0
6184,在最高处看海非常赞。以前在南昌上学，有亚洲第二大摩天轮没坐，然后现在跑来青岛玩却坐了一次，如果能在大点就好了。上去也就10几分钟。视野还是不错的。上午去人不多。所以我们两个人就占了一个，很不错。喜欢的可以去玩,5.0,2016/5/25,0,0
6185,很赞哦！看到青岛全景很漂亮，孩子开心的不得了,5.0,2016/7/17,1,0
6186,带着小孩上摩天轮，小孩很兴奋，高兴就好,5.0,2016/8/28,0,0
6187,不错，带老人孩子一起玩，都很开心。景色很好。,5.0,2016/9/15,0,0
6188,15分钟，美团直接进。晚上应该更漂亮。,5.0,2016/9/16,0,0
6189,还行。去的时候是青岛的淡季，人很少。坐一圈大概十分钟。,4.0,2016/9/9,0,1
6190,设施良好 服务周到 风景优美！,3.0,2016/9/16,0,0
6191,非常好，服务也很好，还要坐一次,5.0,2016/9/16,0,0
6192,我们是第二次去摩天轮玩了。孩子们喜欢！,5.0,2016/9/15,0,0
6193,还好 十五分钟 风景不错 可能还会再坐,5.0,2016/9/13,0,0
6194,环境不错，天气好的时候看着真漂亮,5.0,2016/8/26,0,0
6195,非常不错的体验，转一圈13分半钟,5.0,2016/9/13,0,0
6196,一般一般，讲解员讲解的很到位，里面一般,2.0,2016/9/7,1,0
6197,没得说，我更喜欢晚上坐夜景美。,5.0,2016/9/14,0,0
6198,很不错的体验，转一圈13分半钟,5.0,2016/9/13,0,0
6199,挺好，比门市价便宜了20。摩天轮速度慢，小孩子也不会害怕，人少不挤,5.0,2016/9/8,0,0
6200,给朋友买的，用该挺好的。                 好了,5.0,2016/9/16,0,0
6201,挺好玩的，孩子很喜欢，下次还来！！,5.0,2016/9/15,0,0
6202,很不错，可以看到很远的景色。。。。,5.0,2016/9/13,0,0
6203,带麻麻看夜景咯。工作人员很贴心，告诉我们这个轿厢相对热一点，下一个凉快一些。不过夜晚比较凉爽，最后还是选择了喜欢颜色的轿厢。感谢工作人员热心的提醒。白天坐过一次，晚上坐过一次，都是很美好的体验！推荐大家白天晚上都来体验一下哦。,5.0,2016/7/1,0,0
